hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,date_id,booking_id
Resort Hotel,0,146,2024,October,43,19,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.43,0,2,Check-Out,26-10-2024,DT300,66656
Resort Hotel,0,105,2024,October,43,19,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,63.14,0,1,Check-Out,26-10-2024,DT300,66657
City Hotel,0,75,2024,October,43,20,1,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,67.83,0,0,Check-Out,26-10-2024,DT300,66658
Resort Hotel,0,107,2024,October,43,19,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,76.43,0,3,Check-Out,26-10-2024,DT300,66659
Resort Hotel,0,124,2024,October,43,22,2,2,1,0,0,BB,SWE,Groups,Corporate,0,0,0,E,E,3,No Deposit,0,Transient-Party,77,1,0,Check-Out,26-10-2024,DT300,66660
Resort Hotel,0,11,2024,October,43,22,2,2,2,0,0,BB,SWE,Groups,Corporate,0,0,0,D,D,0,No Deposit,0,Transient-Party,65,1,0,Check-Out,26-10-2024,DT300,66661
Resort Hotel,0,124,2024,October,43,22,2,2,2,0,0,BB,SWE,Groups,Corporate,0,0,0,E,E,2,No Deposit,0,Transient-Party,75,1,0,Check-Out,26-10-2024,DT300,66662
Resort Hotel,0,1,2024,October,44,25,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66,0,1,Check-Out,26-10-2024,DT300,66663
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,120,0,1,Check-Out,26-10-2024,DT300,66664
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,120,0,1,Check-Out,26-10-2024,DT300,66665
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,120,0,1,Check-Out,26-10-2024,DT300,66666
Resort Hotel,0,11,2024,October,43,22,2,2,2,0,0,BB,SWE,Groups,Corporate,0,0,0,G,G,0,No Deposit,0,Transient-Party,115,1,0,Check-Out,26-10-2024,DT300,66667
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,120,0,1,Check-Out,26-10-2024,DT300,66668
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,136,0,1,Check-Out,26-10-2024,DT300,66669
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,136,0,1,Check-Out,26-10-2024,DT300,66670
Resort Hotel,0,29,2024,October,43,22,1,3,2,0,0,BB,,Direct,Direct,0,0,0,D,D,2,No Deposit,0,Transient-Party,56,0,1,Check-Out,26-10-2024,DT300,66671
Resort Hotel,0,0,2024,October,44,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,48,0,0,Check-Out,26-10-2024,DT300,66672
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,136,0,1,Check-Out,26-10-2024,DT300,66673
City Hotel,0,21,2024,October,43,23,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Contract,151.33,0,1,Check-Out,26-10-2024,DT300,66674
Resort Hotel,0,385,2024,October,43,19,2,5,2,0,1,BB,GBR,Groups,Corporate,0,0,0,A,C,2,No Deposit,0,Transient-Party,57,1,1,Check-Out,26-10-2024,DT300,66675
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,136,0,1,Check-Out,26-10-2024,DT300,66676
City Hotel,0,32,2024,October,43,23,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75,0,1,Check-Out,26-10-2024,DT300,66677
City Hotel,0,10,2024,October,43,22,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,130.75,0,1,Check-Out,26-10-2024,DT300,66678
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,136,0,1,Check-Out,26-10-2024,DT300,66679
Resort Hotel,0,23,2024,October,44,24,1,1,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,78,0,2,Check-Out,26-10-2024,DT300,66680
City Hotel,0,8,2024,October,43,20,1,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,85,0,0,Check-Out,26-10-2024,DT300,66681
City Hotel,0,10,2024,October,43,22,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,63.75,0,0,Check-Out,26-10-2024,DT300,66682
Resort Hotel,0,123,2024,October,43,21,2,3,2,0,0,BB,SWE,Groups,Corporate,0,0,0,F,F,3,No Deposit,0,Transient-Party,95,1,0,Check-Out,26-10-2024,DT300,66683
Resort Hotel,0,37,2024,October,44,25,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,60,0,2,Check-Out,26-10-2024,DT300,66684
Resort Hotel,0,1,2024,October,44,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,0,Transient-Party,42,0,0,Check-Out,26-10-2024,DT300,66685
City Hotel,0,32,2024,October,43,24,1,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,120,0,1,Check-Out,26-10-2024,DT300,66686
City Hotel,0,38,2024,October,43,23,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,80,0,1,Check-Out,26-10-2024,DT300,66687
Resort Hotel,0,123,2024,October,43,21,2,3,2,0,0,BB,SWE,Groups,Corporate,0,0,0,E,E,3,No Deposit,0,Transient-Party,75,1,0,Check-Out,26-10-2024,DT300,66688
City Hotel,0,0,2024,October,44,25,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,0,Transient,133,0,0,Check-Out,26-10-2024,DT300,66689
Resort Hotel,1,173,2024,January,1,2,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient,78.3,0,1,Canceled,26-10-2024,DT300,66690
Resort Hotel,0,131,2024,October,43,22,2,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,96,0,0,Check-Out,26-10-2024,DT300,66691
City Hotel,0,12,2024,October,44,25,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,107,0,1,Check-Out,26-10-2024,DT300,66692
City Hotel,1,102,2024,February,6,1,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,0,Contract,90,0,1,Canceled,26-10-2024,DT300,66693
City Hotel,1,68,2024,January,1,2,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,0,Transient,63,0,1,Canceled,26-10-2024,DT300,66694
Resort Hotel,0,32,2024,October,44,24,1,1,2,0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,40,0,1,Check-Out,26-10-2024,DT300,66695
City Hotel,0,40,2024,October,43,21,1,4,2,2,0,SC,FRA,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,0,Contract,150.12,0,2,Check-Out,26-10-2024,DT300,66696
Resort Hotel,0,24,2024,October,44,24,1,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60,0,1,Check-Out,26-10-2024,DT300,66697
City Hotel,0,3,2024,October,43,23,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,132.33,0,1,Check-Out,26-10-2024,DT300,66698
Resort Hotel,0,163,2024,October,43,16,4,6,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,99.3,0,2,Check-Out,26-10-2024,DT300,66699
City Hotel,0,36,2024,October,43,21,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,81.62,0,1,Check-Out,26-10-2024,DT300,66700
Resort Hotel,0,166,2024,October,43,19,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,98.14,0,2,Check-Out,26-10-2024,DT300,66701
City Hotel,0,36,2024,October,43,21,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,81.62,0,1,Check-Out,26-10-2024,DT300,66702
City Hotel,0,39,2024,October,43,23,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,74.88,0,1,Check-Out,26-10-2024,DT300,66703
City Hotel,0,39,2024,October,43,23,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,74.88,0,1,Check-Out,26-10-2024,DT300,66704
Resort Hotel,0,0,2024,October,44,25,0,1,1,0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,61,0,0,Check-Out,26-10-2024,DT300,66705
City Hotel,1,74,2024,January,1,1,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,133.73,0,1,Canceled,26-10-2024,DT300,66706
City Hotel,0,30,2024,October,43,23,1,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,118.2,0,1,Check-Out,26-10-2024,DT300,66707
Resort Hotel,1,268,2024,July,29,21,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,165.38,0,0,Canceled,26-10-2024,DT300,66708
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66709
City Hotel,1,305,2024,July,31,30,2,3,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.3,0,1,Canceled,27-10-2024,DT301,66710
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66711
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66712
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66713
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66714
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66715
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66716
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66717
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66718
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66719
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66720
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66721
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66722
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66723
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66724
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66725
Resort Hotel,0,24,2024,October,43,22,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient-Party,82,1,2,Check-Out,27-10-2024,DT301,66726
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66727
Resort Hotel,0,1,2024,October,44,26,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,35.1,0,1,Check-Out,27-10-2024,DT301,66728
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66729
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66730
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66731
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66732
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66733
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66734
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66735
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66736
Resort Hotel,0,0,2024,October,44,26,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,2,A,E,0,No Deposit,0,Transient,50,0,0,Check-Out,27-10-2024,DT301,66737
Resort Hotel,0,108,2024,October,43,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,36,0,1,Check-Out,27-10-2024,DT301,66738
Resort Hotel,0,84,2024,October,43,21,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,66.67,0,2,Check-Out,27-10-2024,DT301,66739
Resort Hotel,0,36,2024,October,43,20,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,41.33,0,1,Check-Out,27-10-2024,DT301,66740
Resort Hotel,0,3,2024,October,44,26,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,31.2,1,0,Check-Out,27-10-2024,DT301,66741
Resort Hotel,0,0,2024,October,44,26,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,35.1,0,0,Check-Out,27-10-2024,DT301,66742
Resort Hotel,0,0,2024,October,44,26,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,48,0,1,Check-Out,27-10-2024,DT301,66743
Resort Hotel,0,0,2024,October,44,26,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,39,0,1,Check-Out,27-10-2024,DT301,66744
Resort Hotel,0,188,2024,October,43,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,57.6,0,0,Check-Out,27-10-2024,DT301,66745
Resort Hotel,0,0,2024,October,44,26,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,45,1,0,Check-Out,27-10-2024,DT301,66746
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66747
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66748
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66749
City Hotel,0,0,2024,October,44,25,2,0,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,83.5,0,0,Check-Out,27-10-2024,DT301,66750
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66751
Resort Hotel,0,0,2024,October,44,26,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,35.1,1,0,Check-Out,27-10-2024,DT301,66752
City Hotel,0,1,2024,October,44,25,2,0,3,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,163,0,2,Check-Out,27-10-2024,DT301,66753
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66754
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66755
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66756
City Hotel,0,0,2024,October,43,23,2,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,96,0,0,Check-Out,27-10-2024,DT301,66757
City Hotel,0,11,2024,October,43,23,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.25,0,0,Check-Out,27-10-2024,DT301,66758
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66759
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66760
City Hotel,0,29,2024,October,43,20,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,114,0,0,Check-Out,27-10-2024,DT301,66761
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66762
Resort Hotel,0,39,2024,October,43,23,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,58,0,0,Check-Out,27-10-2024,DT301,66763
Resort Hotel,1,94,2024,January,4,28,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,42,0,1,Canceled,27-10-2024,DT301,66764
Resort Hotel,1,94,2024,January,4,28,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,42,0,1,Canceled,27-10-2024,DT301,66765
Resort Hotel,1,111,2024,February,5,4,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,42,0,0,Canceled,27-10-2024,DT301,66766
Resort Hotel,0,93,2024,October,43,23,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,34.65,0,1,Check-Out,27-10-2024,DT301,66767
City Hotel,0,14,2024,October,43,22,2,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,199.8,0,1,Check-Out,27-10-2024,DT301,66768
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66769
City Hotel,1,124,2024,January,2,13,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88,0,1,Canceled,27-10-2024,DT301,66770
City Hotel,1,139,2024,January,2,8,2,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1,Canceled,27-10-2024,DT301,66771
City Hotel,0,0,2024,October,44,26,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Group,65,0,0,Check-Out,27-10-2024,DT301,66772
Resort Hotel,0,0,2024,October,44,26,0,1,1,0,0,BB,PRT,Offline TA/TO,Direct,1,0,2,A,E,0,No Deposit,0,Transient,56,1,0,Check-Out,27-10-2024,DT301,66773
Resort Hotel,0,1,2024,October,44,26,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54,1,0,Check-Out,27-10-2024,DT301,66774
Resort Hotel,0,9,2024,October,43,24,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,66,0,1,Check-Out,27-10-2024,DT301,66775
Resort Hotel,0,7,2024,October,44,26,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,63,0,0,Check-Out,27-10-2024,DT301,66776
Resort Hotel,0,93,2024,October,43,23,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,34.65,0,1,Check-Out,27-10-2024,DT301,66777
City Hotel,1,108,2024,January,1,4,2,5,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1,Canceled,27-10-2024,DT301,66778
Resort Hotel,0,14,2024,October,44,24,1,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,Transient,39,0,0,Check-Out,27-10-2024,DT301,66779
Resort Hotel,0,14,2024,October,44,24,1,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,0,Transient,39,0,0,Check-Out,27-10-2024,DT301,66780
City Hotel,0,8,2024,October,43,22,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,96.9,0,0,Check-Out,27-10-2024,DT301,66781
City Hotel,0,1,2024,October,43,23,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,96.3,0,1,Check-Out,27-10-2024,DT301,66782
City Hotel,0,15,2024,October,43,23,2,2,2,0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.75,0,0,Check-Out,27-10-2024,DT301,66783
City Hotel,0,24,2024,October,44,25,2,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.8,0,0,Check-Out,27-10-2024,DT301,66784
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66785
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66786
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66787
City Hotel,0,0,2024,October,44,26,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,128,0,0,Check-Out,27-10-2024,DT301,66788
City Hotel,0,31,2024,October,44,25,2,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92.4,0,0,Check-Out,27-10-2024,DT301,66789
City Hotel,0,44,2024,October,44,25,2,0,1,0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.6,0,0,Check-Out,27-10-2024,DT301,66790
City Hotel,0,12,2024,October,44,26,1,0,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,114,0,0,Check-Out,27-10-2024,DT301,66791
City Hotel,0,11,2024,October,43,23,2,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,88.5,0,0,Check-Out,27-10-2024,DT301,66792
City Hotel,1,137,2024,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70,0,0,Canceled,27-10-2024,DT301,66793
City Hotel,0,41,2024,October,43,23,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Group,110.09,0,1,Check-Out,27-10-2024,DT301,66794
